mid,name,rating,director
1410,"Evening Star,3.02,Robert Harling
66947,Two Men in Manhattan (Deux hommes dans Manhattan) (1959),3.19,Jean-Pierre Melville
1411,Hamlet (1996),3.73,Kenneth Branagh
1412,Some Mother's Son (1996),3.73,Bill Whelan
1413,"Whole Wide World,3.55,Dan Ireland
1414,Mother (1996),3.41,Albert Brooks
1415,"Thieves (Voleurs,3.54,Andre Techine
1416,Evita (1996),3.15,Alan Parker
1417,"Portrait of a Lady,3.09,Jane Campion
1419,Walkabout (1971),3.88,Nicolas Roeg
1420,Message to Love: The Isle of Wight Festival (1996),3.64,Murray Lerner
1421,Grateful Dead (1995),3.06,
1422,Murder at 1600 (1997),3.09,Alan Alda
1423,Hearts and Minds (1996),3.83,Ralph Ziman
1424,Inside (1996),2.90,Arthur Penn
1425,Fierce Creatures (1997),3.22,Fred Schepisi
1426,Zeus and Roxanne (1997),2.63,George Miller
1427,Turbulence (1997),2.61,Michael Baig-Clifford
1428,Angel Baby (1995),3.43,
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),3.30,Stanley Tong
1430,Underworld (1996),3.21,Roger Christian
1431,Beverly Hills Ninja (1997),2.60,Dennis Dugan
1432,Metro (1997),2.88,Thomas Carter (II)
1433,"Machine,2.20,
1434,"Stranger,3.07,
1436,Falling in Love Again (1980),2.99,Steven Paul
1437,"Cement Garden,3.67,
1438,Dante's Peak (1997),2.82,Roger Donaldson
1439,Meet Wally Sparks (1997),2.33,Peter Baldwin
1440,Amos & Andrew (1993),2.79,E. Max Frye
66977,Fanny (1932),3.90,Marc Allegret
1441,Benny & Joon (1993),3.54,Jeremiah Chechik
1442,Prefontaine (1997),3.34,Steve James
66979,Out at the Wedding (2007),3.10,Lee Friedlander
1443,"Tickle in the Heart,3.13,Stefan Schweitert
1444,Guantanamera (1994),3.43,Tomas Gutierrez Alea
66981,Hell Town (Born to the West) (1937),2.17,Charles Barton
1445,McHale's Navy (1997),2.34,Bryan Spicer
1446,Kolya (Kolja) (1996),4.01,Jan Sverak
66983,"Hasty Heart,3.67,Vincent Sherman
1447,Gridlock'd (1997),3.27,Vondie Curtis-Hall
1448,Fire on the Mountain (1996),3.39,Beth Gage
1449,Waiting for Guffman (1996),3.93,Christopher Guest
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),3.73,Sergey Bodrov
1453,"Beautician and the Beast,2.45,Ken Kwapis
1454,SubUrbia (1997),3.21,Richard Linklater
1455,Hotel de Love (1996),3.09,Craig Rosenberg
1456,"Pest,2.27,Paul Miller
1457,Fools Rush In (1997),3.11,Andrew Tennant
1458,Touch (1997),3.06,Minh Duc Nguyen
1459,Absolute Power (1997),3.34,Clint Eastwood
1460,That Darn Cat (1997),2.63,Jeff Richardson
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),2.79,Stephen Kessler
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),2.45,Jack Fisher
1463,That Old Feeling (1997),3.10,Carl Reiner
1464,Lost Highway (1997),3.66,David Lynch
1465,Rosewood (1997),3.53,John Singleton
1466,Donnie Brasco (1997),3.80,Mike Newell
1467,Salut cousin! (1996),2.94,
1468,Booty Call (1997),2.61,Jeff Pollack
1470,Rhyme & Reason (1997),3.18,Peter Spirer
1471,Boys Life 2 (1997),3.40,Nickolas Perry
1472,City of Industry (1997),3.03,John Irvin
67009,Frontrunners (2008),3.29,Caroline Suh
1473,Best Men (1997),2.92,Tamra Davis
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.55,John Pasquin
1475,Kama Sutra: A Tale of Love (1996),3.11,Mira Nair
1476,Private Parts (1997),3.35,Elwood Perez
1477,Love Jones (1997),3.34,Theodore Witcher
1479,"Saint,3.16,Phillip Noyce
1480,Smilla's Sense of Snow (1997),3.27,Bille August
1482,"Van,3.39,Stephen Frears
1483,Crash (1996),3.11,David Cronenberg
1484,"Daytrippers,3.70,Greg Mottola
1485,Liar Liar (1997),3.21,Tom Shadyac
1486,"Quiet Room,3.38,Rolf de Heer
1487,Selena (1997),3.12,Gregory Nava
1488,"Devil's Own,3.05,Alan J. Pakula
1489,Cats Don't Dance (1997),2.96,Mark Dindal
1490,B*A*P*S (1997),1.98,Robert Townsend
1493,Love and Other Catastrophes (1996),3.41,Emma-Kate Croghan
1495,Turbo: A Power Rangers Movie (1997),1.40,David Winning
1496,Anna Karenina (1997),3.30,
1497,Double Team (1997),2.30,Tsui Hark
1498,Inventing the Abbotts (1997),3.20,Pat O'Connor
1499,Anaconda (1997),2.08,Luis Llosa
1500,Grosse Pointe Blank (1997),3.73,George Armitage
1501,Keys to Tulsa (1997),2.57,Leslie Greif
1502,Kissed (1996),3.32,Lynne Stopkewich
1503,8 Heads in a Duffel Bag (1997),2.63,Tom Schulman
1504,Hollow Reed (1996),3.44,Angela Pope
1507,Paradise Road (1997),3.42,Bruce Beresford
1508,Traveller (1997),3.31,Jack N. Green
1509,All Over Me (1997),3.45,Alex Sichel
1510,"Brother's Kiss,2.58,Seth Zvi Rosenfeld
1511,"Chef in Love,3.48,Nana Dzhordzhadze
1513,Romy and Michele's High School Reunion (1997),2.94,Alan Cumming
1514,Temptress Moon (Feng Yue) (1996),2.98,Kaige Chen
1515,Volcano (1997),2.69,Mick Jackson
1516,Children of the Revolution (1996),3.48,Peter Duncan (II)
1517,Austin Powers: International Man of Mystery (1997),3.43,Jay Roach
1518,Breakdown (1997),3.31,
1519,Broken English (1996),3.28,Gregor Nicholas
1520,Commandments (1997),2.77,Daniel Taplitz
1522,Ripe (1996),2.64,Mo Ogrodnik
1523,"Truth or Consequences,2.87,Kiefer Sutherland
1524,"Turning,2.43,L.A. Puopolo
1525,Warriors of Virtue (1997),2.44,Ronny Yu
1526,Fathers' Day (1997),2.53,Ivan Reitman
1527,"Fifth Element,3.71,Luc Besson
1528,Intimate Relations (1996),2.80,Philip Goodhew
1529,Nowhere (1997),3.36,Gregg Araki
1531,Losing Chase (1996),3.32,Kevin Bacon
1532,Sprung (1997),2.38,Rusty Cundieff
67068,"Quick and the Dead,3.34,Robert Day
1533,"Promise,3.75,Jean-Pierre Dardenne
1534,"Bonheur,3.52,Agnes Varda
1535,Love! Valour! Compassion! (1997),3.53,Joe Mantello
67070,Army of One (Joshua Tree) (1993),2.54,Vic Armstrong
67073,Day of the Dead (2008),2.63,Steve Miner
1537,Shall We Dance? (Shall We Dansu?) (1996),3.88,Masayuki Suo
1538,"Second Jungle Book: Mowgli & Baloo,2.49,Duncan McLachlan
1539,Twin Town (1997),3.12,Ian Madden
1541,Addicted to Love (1997),3.11,Griffin Dunne
1542,Brassed Off (1996),3.57,Mark Herman
1543,"Designated Mourner,3.05,David Hare
1544,"Lost World: Jurassic Park,2.96,Steven Spielberg
1545,Ponette (1996),3.86,Jacques Doillon
1546,Schizopolis (1996),3.62,Steven Soderbergh
1547,Shiloh (1997),3.23,Dale Rosenbloom
1548,"War at Home,3.10,Emilio Estevez
1549,Rough Magic (1995),2.98,Clare Peploe
67087,"I Love You,3.66,Ivan Reitman
1550,Trial and Error (1997),2.77,Jonathan Lynn
1551,Buddy (1997),2.58,Caroline Thompson
1552,Con Air (1997),3.18,Simon West
1553,Late Bloomers (1996),3.19,Julie Dyer
1554,"Pillow Book,3.52,Peter Greenaway
1555,"To Have,3.49,Laetitia Masson
1556,Speed 2: Cruise Control (1997),1.96,Jan de Bont
1557,Squeeze (1997),3.16,Robert Patton-Spruill
1558,Sudden Manhattan (1997),2.58,Adrienne Shelly
1559,"Next Step,2.94,Christian Feber
1561,Wedding Bell Blues (1996),2.92,Dana Lustig
67096,"Big Steal,3.33,Lewis Allen
1562,Batman & Robin (1997),2.22,Joel Schumacher
1563,Dream With the Fishes (1997),3.36,Finn Taylor
67098,Billy Budd (1962),3.86,Peter Ustinov
1564,For Roseanna (Roseanna's Grave) (1997),3.61,Paul Weiland
1565,Head Above Water (1996),2.88,Kum-Kum Bhavnani
1566,Hercules (1997),3.33,John Musker
1567,"Last Time I Committed Suicide,2.95,Stephen T. Kay
1568,MURDER and murder (1996),2.71,
1569,My Best Friend's Wedding (1997),3.28,P.J. Hogan
1570,Tetsuo II: Body Hammer (1992),3.14,Shin'ya Tsukamoto
1571,When the Cat's Away (Chacun cherche son chat) (1996),3.65,Cedric Klapisch
1572,"Contempt (Mépris,3.83,Jean-Luc Godard
1573,Face/Off (1997),3.34,John Woo
1574,Fall (1997),3.13,Eric Schaeffer
1575,Gabbeh (1996),3.50,Mohsen Makhmalbaf
1577,Mondo (1996),3.51,
1578,"Innocent Sleep,2.82,Scott Michell
1579,For Ever Mozart (1996),3.18,Jean-Luc Godard
1580,Men in Black (a.k.a. MIB) (1997),3.56,Barry Sonnenfeld
1581,Out to Sea (1997),2.79,Martha Coolidge
1582,Wild America (1997),3.05,William Dear
1583,"Simple Wish,2.71,Michael Ritchie
1584,Contact (1997),3.65,Robert Zemeckis
1585,Love Serenade (1996),3.32,Shirley Barrett
1586,G.I. Jane (1997),2.93,Ridley Scott
1587,Conan the Barbarian (1982),3.18,John Milius
1588,George of the Jungle (1997),2.70,Sam Weisman
1589,Cop Land (1997),3.27,James Mangold
1590,Event Horizon (1997),2.91,Paul W.S. Anderson
1591,Spawn (1997),2.63,Mark Dippe
1592,Air Bud (1997),2.34,Charles Martin Smith
1593,Picture Perfect (1997),2.92,Glen Gordon Carson
1594,In the Company of Men (1997),3.68,Neil LaBute
1595,Free Willy 3: The Rescue (1997),1.79,Sam Pillsbury
1596,Career Girls (1997),3.42,Mike Leigh
1597,Conspiracy Theory (1997),3.33,Richard Donner
1598,Desperate Measures (1998),2.92,Barbet Schroeder
67135,Night Has a Thousand Eyes (1948),3.83,John Farrow
1599,Steel (1997),1.70,Kenneth Johnson
1600,She's So Lovely (1997),2.84,Nick Cassavetes
1601,Hoodlum (1997),2.88,Bill Duke
1602,Leave It to Beaver (1997),2.05,Andy Cadif
1603,Mimic (1997),2.78,Guillermo del Toro
67138,Live Free or Die (2006),3.51,
1604,Money Talks (1997),2.93,
1605,Excess Baggage (1997),2.63,Marco Brambilla
67140,Blonde Venus (1932),3.67,Josef von Sternberg
1606,Kull the Conqueror (1997),2.36,John Nicolella
1608,Air Force One (1997),3.33,Wolfgang Petersen
1609,187 (One Eight Seven) (1997),3.00,Kevin Reynolds
1610,"Hunt for Red October,3.86,Jonathan Zurer
1611,My Own Private Idaho (1991),3.41,Gus Van Sant
1612,"Kiss Me,3.22,Tony Vitale
1613,Star Maps (1997),3.16,Miguel Arteta
1614,In & Out (1997),3.17,Frank Oz
1615,"Edge,3.49,Lee Tamahori
1616,"Peacemaker,3.04,Mimi Leder
1617,L.A. Confidential (1997),4.08,Curtis Hanson
1619,Seven Years in Tibet (1997),3.43,Jean-Jacques Annud
1620,Kiss the Girls (1997),3.38,Gary Fleder
1621,Soul Food (1997),3.27,George Tillman Jr.
1622,Kicked in the Head (1997),2.60,Matthew Harrison
1623,Wishmaster (1997),2.49,Robert Kurtzman
1624,"Thousand Acres,3.02,Jocelyn Moorhouse
1625,"Game,3.83,David Fincher
1626,Fire Down Below (1997),2.47,Harry Dean Stanton
1627,U Turn (1997),3.14,Oliver Stone
1628,"Locusts,2.62,John Patrick Kelley
1629,"MatchMaker,3.24,Mark Joffe
1630,"Lay of the Land,2.62,Larry Arrick
1631,"Assignment,3.43,Christian Duguay
1632,"Smile Like Yours,2.44,Marian Terlecki
1633,Ulee's Gold (1997),3.67,Victor Nunez
67168,Dance of the Dead (2008),2.96,Gregg Bishop
1635,"Ice Storm,3.78,Ang Lee
1636,Stag (1997),2.57,Gavin Wilding
1639,Chasing Amy (1997),3.62,Kevin Smith
1640,How to Be a Player (1997),2.71,Lionel C. Martin
1641,"Full Monty,3.73,Peter Cattaneo
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),3.08,Nancy Meckler
1643,"Mrs. Brown (a.k.a. Her Majesty,3.87,John Madden
1644,I Know What You Did Last Summer (1997),2.47,Jim Gillespie
1645,"Devil's Advocate,3.48,Taylor Hackford
1646,RocketMan (a.k.a. Rocket Man) (1997),2.77,Stuart Gillard
1647,Playing God (1997),2.77,Andy Wilson (IV)
1648,"House of Yes,3.55,Mark Waters (VIII)
1649,"Fast,3.87,Errol Morris
1650,Washington Square (1997),3.43,Agnieszka Holland
67186,"Haunting in Connecticut,2.98,Peter Cornwell
1651,Telling Lies in America (1997),3.09,Guy Ferland
1652,Year of the Horse (1997),3.00,Jim Jarmusch
1653,Gattaca (1997),3.75,Andrew Niccol
1654,FairyTale: A True Story (1997),3.29,Charles Sturridge
1655,Phantoms (1998),2.57,Joe Chappelle
67190,"Little Engine That Could,3.62,Dave Edwards
1656,Swept from the Sea (1997),3.19,Beeban Kidron
67193,Duplicity (2009),3.12,Tony Gilroy
1657,Wonderland (1997),3.39,John O'Hagan
1658,"Life Less Ordinary,3.19,Danny Boyle
1659,Hurricane Streets (1997),3.07,Morgan J. Freeman
67197,Knowing (2009),3.02,Alex Proyas
1660,Eve's Bayou (1997),3.56,Kasi Lemmons
1661,Switchback (1997),3.11,Jeb Stuart
1662,Gang Related (1997),2.89,Kathryn Bigelow
1663,Stripes (1981),3.66,Ivan Reitman
1664,Nenette and Boni (Nénette et Boni) (1996),3.39,Claire Denis
1665,Bean (1997),2.81,Mel Smith
1666,Hugo Pool (1997),2.66,Robert Downey Sr.
1667,Mad City (1997),2.83,Costa-Gavras
1668,One Night Stand (1997),2.88,Mike Figgis
1669,"Tango Lesson,3.44,Sally Potter
1670,Welcome to Sarajevo (1997),3.51,Michael Winterbottom
1671,Deceiver (1997),3.12,Josh Pate
1672,"Rainmaker,3.60,Francis Ford Coppola
1673,Boogie Nights (1997),3.67,Paul Thomas Anderson
1674,Witness (1985),3.84,Peter Weir
1675,Incognito (1997),3.20,John Badham
1676,Starship Troopers (1997),3.21,Paul Verhoeven
1677,Critical Care (1997),2.63,Sidney Lumet
1678,"Joy Luck Club,3.70,Wayne Wang
1679,Chairman of the Board (1998),1.94,Alex Zamm
1680,Sliding Doors (1998),3.52,Peter Howitt
1681,Mortal Kombat: Annihilation (1997),2.08,John R. Leonetti
1682,"Truman Show,3.80,Peter Weir
1683,"Wings of the Dove,3.69,Iain Softley
1684,Mrs. Dalloway (1997),3.53,Marleen Gorris
1685,"I Love You,2.96,Billy Hopkins
1686,Red Corner (1997),3.14,Jon Avnet
67223,Sugar (2008),3.49,Anna Boden
1687,"Jackal,3.19,Michael Caton-Jones
1688,Anastasia (1997),3.42,Gary Goldman
1689,"Man Who Knew Too Little,3.20,Jon Amiel
1690,Alien: Resurrection (1997),3.01,Jean-Pierre Jeunet
1692,Alien Escape (1995),2.56,
1693,Amistad (1997),3.60,Steven Spielberg
1694,"Apostle,3.70,Robert Duvall
1695,Artemisia (1997),3.50,Agnes Merlet
1696,Bent (1997),3.54,Sean Mathias
67233,Young Thugs: Nostalgia (Kishiwada shônen gurentai: Bôkyô) (1998),3.20,Takashi Miike
1697,Bang (1995),2.38,Ash Baron Cohen
1698,"Boys,2.81,Louis Saia
1699,"Butcher Boy,3.62,Neil Jordan
1701,Deconstructing Harry (1997),3.46,Woody Allen
1702,Flubber (1997),2.57,Les Mayfield
1703,For Richer or Poorer (1997),2.73,Roger Melvin
1704,Good Will Hunting (1997),4.04,Gus Van Sant
1705,Guy (1997),2.36,
1706,Tar (1996),1.97,Goetz Grossmann
1707,Home Alone 3 (1997),1.86,Raja Gosnell
1708,Ill Gotten Gains (1997),2.19,Joel Ben Marsden
1709,Legal Deceit (1997),2.74,
67247,Praying with Lior (2008),3.00,Ilana Trachtman
1710,Man of Her Dreams (a.k.a. The Fiancé) (1997),2.06,Martin Kitrosser
1711,Midnight in the Garden of Good and Evil (1997),3.25,Clint Eastwood
1713,Mouse Hunt (1997),2.88,Gore Verbinski
1714,Never Met Picasso (1996),2.42,Stephen Kijak
1715,Office Killer (1997),2.55,Cindy Sherman
1716,"Other Voices,2.77,David Rocksavage
1717,Scream 2 (1997),2.72,Wes Craven
67252,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),3.10,Panna Rittikrai
67255,"Girl with the Dragon Tattoo,3.91,Niels Arden Oplev
1718,Stranger in the House (1997),2.99,
1719,"Sweet Hereafter,4.00,Atom Egoyan
1720,Time Tracers (1995),2.25,
67257,Bloodbath at the House of Death (1984),2.36,
1721,Titanic (1997),3.38,James Cameron
1722,Tomorrow Never Dies (1997),3.23,Roger Spottiswoode
1723,Twisted (1996),2.75,
1724,Full Speed (À toute vitesse) (1996),3.05,Gael Morel
1725,"Education of Little Tree,3.53,Richard Friendenberg
1726,"Postman,2.94,Kevin Costner
1727,"Horse Whisperer,3.18,Robert Redford
1728,"Winter Guest,3.49,Alan Rickman
1729,Jackie Brown (1997),3.68,Quentin Tarantino
67267,Sunshine Cleaning (2008),3.52,Christine Jeffs
1730,Kundun (1997),3.67,Martin Scorsese
1731,Mr. Magoo (1997),1.87,???
1732,"Big Lebowski,3.94,Ethan Coen
1733,Afterglow (1997),3.28,Alan Rudolph
1734,My Life in Pink (Ma vie en rose) (1997),3.95,Alain Berliner
1735,Great Expectations (1998),3.26,Alfonso Cuaron
1738,Vermin (1998),2.75,
1739,3 Ninjas: High Noon On Mega Mountain (1998),1.56,Sean McNamara
1740,Men of Means (1999),2.64,
1742,Caught Up (1998),2.38,Darin Scott
1743,Arguing the World (1998),3.42,Joseph Dorman
1744,Firestorm (1998),2.49,Dean Semler
1746,Senseless (1998),2.75,Penelope Spheeris
1747,Wag the Dog (1997),3.50,Barry Levinson
1748,Dark City (1998),3.79,H. Gordon Boos
1749,"Leading Man,3.13,John Duigan
1750,Star Kid (1997),2.23,Manny Coto
1752,Hard Rain (1998),2.76,Mikael Salomon
1753,Half Baked (1998),3.29,Tamra Davis
1754,Fallen (1998),3.49,Gregory Hoblit
1755,Shooting Fish (1997),3.50,Stefan Schwartz
1756,"Prophecy II,2.73,Greg Spence
1757,Fallen Angels (Duo luo tian shi) (1995),3.86,Kar Wai Wong
67295,Kung Fu Panda: Secrets of the Furious Five (2008),3.62,Raman Hui
1759,"Four Days in September (O Que É Isso,3.78,Bruno Barreto
1760,Spice World (1997),1.80,Barnaby Thompson
1762,Deep Rising (1998),2.76,Stephen Sommers
67298,Hangman's Knot (1952),2.83,Roy Huggins
1764,Tainted (1998),2.65,Brian Evans
67300,Immortal Sergeant (1943),3.00,John M. Stahl
1765,"Letter From Death Row,2.56,Marvin Baker
1767,Music From Another Room (1998),3.17,Charlie Peters
1768,Mother and Son (Mat i syn) (1997),3.37,
1769,"Replacement Killers,3.11,Antoine Fuqua
1770,B. Monkey (1998),2.85,Michael Radford
1771,Night Flier (1997),2.70,Mark Pavia
1772,Blues Brothers 2000 (1998),2.62,John Landis
1773,Tokyo Fist (Tokyo ken) (1995),3.21,Shin'ya Tsukamoto
1774,Mass Transit (1998),2.39,
1776,Ride (1998),2.21,Millicent Shelton
1777,"Wedding Singer,3.41,Frank Coraci
1779,Sphere (1998),2.85,Barry Levinson
67314,Never Ever! (Nigdy w zyciu!) (2004),2.83,Ryszard Zatorski
1780,Ayn Rand: A Sense of Life (1997),3.24,Michael Paxton
1781,"Further Gesture,2.22,Robert Dornhelm
67316,"Children of Leningradsky,4.00,Andrzej Celinski
1782,Little City (1998),2.96,Roberto Benabib
1783,Palmetto (1998),2.89,Volker Schlondorff
1784,As Good as It Gets (1997),3.79,James L. Brooks
1785,King of New York (1990),3.44,Phil Neilson
1787,"Paralyzing Fear: The Story of Polio in America,3.12,Nina Gilden Seavey
1788,Men with Guns (1997),3.78,
1789,"Sadness of Sex,2.71,Rupert Wainwright
1791,Twilight (1998),2.91,Robert Benton
1792,U.S. Marshals (1998),3.25,Stuart Baird
1793,Welcome to Woop-Woop (1997),2.72,Stephen Elliott
1794,Love and Death on Long Island (1997),3.52,Richard Kwietnowski
67331,Submerged (2005),1.67,
1795,"Callejón de los milagros,3.08,Jorge Fons
1796,In God's Hands (1998),2.62,Zalman King
1797,Everest (1998),3.90,David Breashears
1798,Hush (1998),2.54,Jonathan Darby
1799,Suicide Kings (1997),3.55,Peter O'Fallon
1801,"Man in the Iron Mask,3.10,Randall Wallace
1804,"Newton Boys,2.94,Richard Linklater
1805,Wild Things (1998),3.20,John McNaughton
1806,Paulie (1998),2.84,John Roberts
1807,"Cool,3.16,John N. Smith
1809,Fireworks (Hana-bi) (1997),3.96,Takeshi Kitano
1810,Primary Colors (1998),3.48,Mike Nichols
1811,"Niagara,3.22,Bob Grosse
1812,Wide Awake (1998),3.15,M. Night Shyamalan
1814,"Price Above Rubies,3.39,Boaz Yakin
1815,Eden (1997),2.91,Howard Goldberg
1816,Two Girls and a Guy (1997),2.84,James Toback
1817,No Looking Back (1998),2.77,Edward Burns
1819,Storefront Hitchcock (1997),3.40,Jonathan Demme
67354,Stacy (2001),2.81,Naoyuki Tomomatsu
1820,"Proposition,3.00,Lesli Linka Glatter
1821,"Object of My Affection,3.16,Nicholas Hytner
67356,Insanitarium (2008),2.60,Jeff Buhler
1822,Meet the Deedles (1998),1.89,Mickey Gilbert (II)
67359,Illegal (1955),3.14,Lewis Allen
1824,Homegrown (1998),3.05,Stephen Gyllenhaal
67361,Echelon Conspiracy (2009),2.84,Greg Marcks
1825,"Player's Club,2.70,Ice Cube
1826,Barney's Great Adventure (1998),1.20,
67363,Jasminum (2006),3.35,Jan Jakub Kolski
1827,"Big One,3.78,
67365,After Sex (2007),2.83,Eric Amadio
1829,Chinese Box (1997),3.08,Wayne Wang
1830,Follow the Bitch (1996),2.79,
1831,Lost in Space (1998),2.60,Stephen Hopkins
1832,Heaven's Burning (1997),2.68,Craig Lahiff
1833,Mercury Rising (1998),3.03,Harold Becker
1834,"Spanish Prisoner,3.88,David Mamet
1835,City of Angels (1998),3.29,Guy Crawford
67370,"Third Part of the Night,3.69,Andrzej Zulawski
1836,"Last Days of Disco,3.29,Whit Stillman
1837,"Odd Couple II,2.68,Neil Simon
1839,My Giant (1998),2.29,Michael Lehmann
1840,He Got Game (1998),3.36,Spike Lee
1841,"Gingerbread Man,2.96,Robert Altman
1842,Illtown (1996),2.94,Nick Gomez
1843,Slappy and the Stinkers (1998),2.45,Barnet Kellman
1844,Live Flesh (Carne trémula) (1997),3.84,Pedro Almodovar
1845,Zero Effect (1998),3.71,Jake Kasdan
1846,Nil By Mouth (1997),3.52,Gary Oldman
1847,Ratchet (1996),2.80,
1848,"Borrowers,3.04,Peter Hewitt (I)
1849,Prince Valiant (1997),2.31,Anthony Hickox
1850,"I Love You,2.95,Julie Davis
1851,Leather Jacket Love Story (1997),2.69,David DeCoteau
1852,Love Walked In (1998),2.74,Juan Jose Campanella
1853,"Alan Smithee Film: Burn Hollywood Burn,1.95,Alan Smithee
1854,Kissing a Fool (1998),2.96,Doug Ellin
1855,Krippendorf's Tribe (1998),2.29,Todd Holland
1856,Kurt & Courtney (1998),3.11,Nick Broomfield
1857,"Real Blonde,2.96,Tom Decillo
1858,Mr. Nice Guy (Yat goh ho yan) (1997),3.15,Sammo Kann-bo
1859,Taste of Cherry (Ta'm e guilass) (1997),3.63,Abbas Kiarostami
1860,Character (Karakter) (1997),3.85,Mike van Diem
1861,Junk Mail (Budbringeren) (1997),3.17,Paul Sletaune
1862,Species II (1998),2.16,Peter Medak
1863,Major League: Back to the Minors (1998),2.25,John Warren (II)
1864,Sour Grapes (1998),2.45,Larry David
1865,Wild Man Blues (1997),3.45,Barbara Kopple
1866,"Big Hit,3.04,Che-Kirk Wong
1867,Tarzan and the Lost City (1998),2.12,Carl Schenkel
67405,13B (2009),3.07,Vikram K. Kumar
1869,Black Dog (1998),2.34,Kevin Hooks
1870,"Dancer,3.33,Tim McCanlies
1871,"Friend of the Deceased,3.33,Leonid Boyko
1872,Go Now (1995),3.11,Michael Winterbottom
67408,Monsters vs. Aliens (2009),3.29,Robert Letterman
1873,"Misérables,3.73,Bille August
1874,Still Breathing (1997),3.16,James F. Robinson
1875,Clockwatchers (1997),3.36,Lisa Sprecher
1876,Deep Impact (1998),2.95,Mimi Leder
1877,Little Men (1998),2.69,Katharina Pethke
1878,Woo (1998),2.06,Tommy Davidson
1879,"Hanging Garden,3.48,Thom Fitzgerald
