mid,genre
Darling (1965),Drama
"Summer Place, A (1959)",Drama
"Night at the Opera, A (1935)",Comedy
"Night at the Opera,Musical
"Night at the Opera,Romance
Metalstorm: The Destruction of Jared-Syn (1983),Action
Metalstorm: The Destruction of Jared-Syn (1983),Adventure
Metalstorm: The Destruction of Jared-Syn (1983),Sci-Fi
"Element of Crime, The (Forbrydelsens Element) (1984)",Drama
"Element of Crime,Thriller
Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime
Shoot the Piano Player (Tirez sur le pianiste) (1960),Drama
Shoot the Piano Player (Tirez sur le pianiste) (1960),Romance
Shoot the Piano Player (Tirez sur le pianiste) (1960),Thriller
Stolen Kisses (Baisers volés) (1968),Comedy
Stolen Kisses (Baisers volés) (1968),Drama
Stolen Kisses (Baisers volés) (1968),Romance
"Cooler, The (2003)",Comedy
"Cooler,Drama
"Cooler,Romance
"Bonaerense, El (2002)",Action
"Bonaerense,Drama
In America (2002),Drama
In America (2002),Romance
"Legend of Leigh Bowery, The (2002)",Documentary
My Flesh and Blood (2003),Documentary
Honey (2003),Drama
Honey (2003),Romance
"Last Samurai, The (2003)",Action
"Last Samurai,Adventure
"Last Samurai,Drama
"Last Samurai,War
Forget Baghdad: Jews and Arabs - The Iraqi Connection (2002),Documentary
Prisoner of Paradise (2002),Documentary
What Alice Found (2003),Crime
What Alice Found (2003),Drama
Big Fish (2003),Drama
Big Fish (2003),Fantasy
Big Fish (2003),Romance
Love Don't Cost a Thing (2003),Drama
Love Don't Cost a Thing (2003),Romance
Something's Gotta Give (2003),Comedy
Something's Gotta Give (2003),Drama
Something's Gotta Give (2003),Romance
Stuck on You (2003),Comedy
Girl with a Pearl Earring (2003),Drama
Girl with a Pearl Earring (2003),Romance
"Statement, The (2003)",Drama
"Statement,Thriller
"Lord of the Rings: The Return of the King, The (2003)",Action
"Lord of the Rings: The Return of the King,Adventure
"Lord of the Rings: The Return of the King,Drama
"Lord of the Rings: The Return of the King,Fantasy
Mona Lisa Smile (2003),Drama
Mona Lisa Smile (2003),Romance
Calendar Girls (2003),Comedy
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara,War
"Hebrew Hammer, The (2003)",Comedy
House of Sand and Fog (2003),Drama
Two Men Went to War (2003),Comedy
Two Men Went to War (2003),War
Monster (2003),Crime
Monster (2003),Drama
Cheaper by the Dozen (2003),Children
Cheaper by the Dozen (2003),Comedy
Cold Mountain (2003),Drama
Cold Mountain (2003),Romance
Cold Mountain (2003),War
Paycheck (2003),Action
Paycheck (2003),Sci-Fi
Paycheck (2003),Thriller
Peter Pan (2003),Action
Peter Pan (2003),Adventure
Peter Pan (2003),Children
Peter Pan (2003),Fantasy
"Company, The (2003)",Drama
"Company,Musical
"Young Black Stallion, The (2003)",Adventure
"Young Black Stallion,Children
"Young Black Stallion,Drama
Japanese Story (2003),Drama
Secret Things (Choses secrètes) (2002),Drama
Chasing Liberty (2004),Comedy
Chasing Liberty (2004),Romance
My Baby's Daddy (2004),Comedy
Aileen: Life and Death of a Serial Killer (2003),Documentary
Distant (Uzak) (2002),Drama
Along Came Polly (2004),Comedy
Along Came Polly (2004),Romance
Teacher's Pet (2004),Animation
Teacher's Pet (2004),Children
Torque (2004),Action
Torque (2004),Crime
Crimson Gold (Talaye sorgh) (2003),Drama
Osama (2003),Drama
"Great Gatsby, The (1974)",Drama
Wuthering Heights (1992),Drama
Wuthering Heights (1992),Romance
Odds Against Tomorrow (1959),Crime
Odds Against Tomorrow (1959),Drama
Odds Against Tomorrow (1959),Thriller
Ship of Fools (1965),Drama
Lord Love a Duck (1966),Comedy
There's a Girl in My Soup (1970),Comedy
This Property is Condemned (1966),Drama
This Property is Condemned (1966),Romance
Real Men (1987),Comedy
Real Men (1987),Sci-Fi
Once Upon a Crime... (1992),Comedy
Once Upon a Crime... (1992),Mystery
Beyond Therapy (1987),Comedy
Buster (1988),Comedy
Buster (1988),Crime
"Car 54, Where Are You? (1994)",Comedy
Jane Eyre (1970),Drama
Blame It on the Bellboy (1992),Comedy
Only the Strong (1993),Action
"Adventures of Ford Fairlane, The (1990)",Action
"Adventures of Ford Fairlane,Comedy
Bonjour tristesse (1958),Drama
"Enforcer, The (1951)",Crime
"Enforcer,Drama
"Enforcer,Film-Noir
"Men, The (1950)",Drama
Ransom (a.k.a. The Terrorists) (1975),Crime
Ransom (a.k.a. The Terrorists) (1975),Thriller
"Pick-up Artist, The (1987)",Comedy
"Pick-up Artist,Romance
Melvin Goes to Dinner (2003),Comedy
Melvin Goes to Dinner (2003),Drama
"Court-Martial of Billy Mitchell, The (1955)",Drama
"Court-Martial of Billy Mitchell,War
Crime Spree (2003),Comedy
Crime Spree (2003),Crime
Beyond Re-Animator (2003),Horror
Final Cut (1998),Drama
Hells Angels on Wheels (1967),Drama
"Wind and the Lion, The (1975)",Adventure
Mon Oncle (My Uncle) (1958),Comedy
Where the Boys Are (1960),Comedy
Dr. Jekyll and Mr. Hyde (1941),Drama
Dr. Jekyll and Mr. Hyde (1941),Horror
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy
My Darling Clementine (1946),Western
People Will Talk (1951),Comedy
People Will Talk (1951),Romance
I Was a Male War Bride (1949),Comedy
I Was a Male War Bride (1949),Romance
Divorce American Style (1967),Comedy
Kiss Them for Me (1957),Comedy
Kiss Them for Me (1957),Romance
Kiss Them for Me (1957),War
To Have and Have Not (1944),Adventure
To Have and Have Not (1944),Drama
To Have and Have Not (1944),Romance
To Have and Have Not (1944),Thriller
To Have and Have Not (1944),War
High Sierra (1941),Crime
High Sierra (1941),Drama
High Sierra (1941),Film-Noir
High Sierra (1941),Thriller
Dark Passage (1947),Crime
Dark Passage (1947),Drama
Dark Passage (1947),Film-Noir
Dark Passage (1947),Romance
Dark Passage (1947),Thriller
"Ox-Bow Incident, The (1943)",Drama
"Ox-Bow Incident,Western
They Drive by Night (1940),Drama
Micki + Maude (1984),Comedy
Platinum Blonde (1931),Comedy
Platinum Blonde (1931),Romance
Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy
Reefer Madness (a.k.a. Tell Your Children) (1938),Drama
D.O.A. (1950),Drama
D.O.A. (1950),Film-Noir
D.O.A. (1950),Mystery
"Boy with Green Hair, The (1948)",Children
"Boy with Green Hair,Drama
Pumping Iron (1977),Documentary
No Good Deed (a.k.a. The House on Turk Street) (2002),Crime
No Good Deed (a.k.a. The House on Turk Street) (2002),Drama
No Good Deed (a.k.a. The House on Turk Street) (2002),Thriller
"Trouble with Angels, The (1966)",Comedy
Cool World (1992),Animation
Cool World (1992),Comedy
Cool World (1992),Fantasy
Money for Nothing (1993),Comedy
Money for Nothing (1993),Crime
"Silencers, The (1966)",Action
"Silencers,Comedy
"Where Angels Go, Trouble Follows (1968)",Comedy
Heat and Dust (1983),Drama
My Letter to George (Mesmerized) (1986),Drama
"Strada, La (1954)",Drama
Ichi the Killer (Koroshiya 1) (2001),Action
Ichi the Killer (Koroshiya 1) (2001),Comedy
Ichi the Killer (Koroshiya 1) (2001),Crime
Ichi the Killer (Koroshiya 1) (2001),Drama
Ichi the Killer (Koroshiya 1) (2001),Horror
Ichi the Killer (Koroshiya 1) (2001),Thriller
"Boy and His Dog, A (1975)",Sci-Fi
"Last Tycoon, The (1976)",Drama
"Last Tycoon,Romance
Ashes and Diamonds (Popiól i diament) (1958),Drama
Ashes and Diamonds (Popiól i diament) (1958),War
Marooned (1969),Drama
Marooned (1969),Sci-Fi
King David (1985),Action
King David (1985),Drama
King David (1985),War
Kanal (1957),Drama
Kanal (1957),War
Cat Chaser (1989),Action
Cat Chaser (1989),Thriller
Intolerance: Love's Struggle Throughout the Ages (1916),Drama
"Beast of Yucca Flats, The (1961)",Horror
"Beast of Yucca Flats,Sci-Fi
Tormented (1960),Horror
Tormented (1960),Thriller
"Violent Years, The (1956)",Drama
Chitty Chitty Bang Bang (1968),Adventure
Chitty Chitty Bang Bang (1968),Children
Chitty Chitty Bang Bang (1968),Comedy
Chitty Chitty Bang Bang (1968),Fantasy
Chitty Chitty Bang Bang (1968),Musical
"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",Action
"Suriyothai (a.k.a. Legend of Suriyothai,Adventure
"Suriyothai (a.k.a. Legend of Suriyothai,Drama
"Suriyothai (a.k.a. Legend of Suriyothai,War
Plaza Suite (1971),Comedy
"Out of Towners, The (1970)",Comedy
Where the Day Takes You (1992),Drama
"Three Stooges in Orbit, The (1962)",Comedy
"Three Stooges in Orbit,Sci-Fi
It (1927),Comedy
It (1927),Romance
The Butterfly Effect (2004),Drama
The Butterfly Effect (2004),Sci-Fi
The Butterfly Effect (2004),Thriller
Win a Date with Tad Hamilton! (2004),Comedy
Win a Date with Tad Hamilton! (2004),Romance
Touching the Void (2003),Adventure
Touching the Void (2003),Documentary
"Big Bounce, The (2004)",Comedy
"Big Bounce,Crime
"Big Bounce,Thriller
"Perfect Score, The (2004)",Comedy
"Perfect Score,Crime
You Got Served (2004),Drama
You Got Served (2004),Musical
Latter Days (2003),Comedy
Latter Days (2003),Drama
Latter Days (2003),Romance
Barbershop 2: Back in Business (2004),Comedy
Catch That Kid (2004),Action
Catch That Kid (2004),Adventure
Catch That Kid (2004),Children
Catch That Kid (2004),Comedy
Catch That Kid (2004),Crime
Miracle (2004),Drama
An Amazing Couple (2002),Comedy
An Amazing Couple (2002),Romance
"Dreamers, The (2003)",Drama
"Lost Skeleton of Cadavra, The (2002)",Comedy
"Lost Skeleton of Cadavra,Horror
"Lost Skeleton of Cadavra,Sci-Fi
Who's the Man? (1993),Comedy
Love at Large (1990),Romance
Love at Large (1990),Thriller
Hangin' with the Homeboys (1991),Comedy
Hangin' with the Homeboys (1991),Drama
Sleep with Me (1994),Comedy
Sleep with Me (1994),Drama
Sleep with Me (1994),Romance
Just Between Friends (1986),Drama
Super Fly (Superfly) (1972),Action
Super Fly (Superfly) (1972),Crime
Super Fly (Superfly) (1972),Drama
"Piece of the Action, A (1977)",Crime
"Piece of the Action,Drama
Let's Do It Again (1975),Comedy
Uptown Saturday Night (1974),Comedy
Hell's Kitchen (1998),Drama
"Innocent, The (1993)",Drama
Daddy and Them (2001),Comedy
Daddy and Them (2001),Drama
"Wilby Conspiracy, The (1975)",Thriller
Blacula (1972),Horror
"Scream, Blacula, Scream! (1973)",Horror
"Hip Hop Witch, Da (2000)",Comedy
"Hip Hop Witch,Horror
"Hip Hop Witch,Thriller
Swing Shift (1984),Drama
Trespass (1992),Action
Trespass (1992),Crime
Trespass (1992),Thriller
Thirteen (2003),Drama
Simple Men (1992),Comedy
Simple Men (1992),Drama
"Sailor Who Fell from Grace with the Sea, The (1976)",Drama
Foolish Wives (1922),Drama
"Silent Night, Bloody Night (1973)",Horror
"Sin of Harold Diddlebock, The (1947)",Comedy
Pontiac Moon (1994),Drama
Best Defense (1984),Comedy
Best Defense (1984),War
50 First Dates (2004),Comedy
50 First Dates (2004),Romance
Welcome to Mooseport (2004),Comedy
After the Life (2002),Crime
After the Life (2002),Drama
Face (2002),Comedy
Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy
Kitchen Stories (Salmer fra kjøkkenet) (2003),Drama
"Code, The (Mentale, La) (2002)",Action
"Code,Crime
"Code,Thriller
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
Vanishing Point (1971),Action
Vanishing Point (1971),Drama
Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama
"Thief of Bagdad, The (1924)",Action
"Thief of Bagdad,Adventure
"Thief of Bagdad,Fantasy
"Diary of Anne Frank, The (1959)",Drama
"Diary of Anne Frank,War
Allegro non troppo (1977),Animation
Allegro non troppo (1977),Comedy
Allegro non troppo (1977),Fantasy
Allegro non troppo (1977),Musical
Black Widow (1987),Crime
Black Widow (1987),Drama
Black Widow (1987),Mystery
Black Widow (1987),Thriller
"Herod's Law (Ley de Herodes, La) (2000)",Comedy
"Herod's Law (Ley de Herodes,Crime
"Herod's Law (Ley de Herodes,Mystery
Flesh & Blood (1985),Action
Flesh & Blood (1985),Adventure
Flesh & Blood (1985),Drama
Flesh & Blood (1985),War
King Solomon's Mines (1985),Adventure
King Solomon's Mines (1985),Comedy
"Black Pirate, The (1926)",Action
"Black Pirate,Adventure
Raw Deal (1986),Action
"Goodbye, Mr. Chips (1939)",Drama
"Goodbye,Romance
"Follow Me, Boys! (1966)",Comedy
"Follow Me,Drama
Fire Birds (1990),Action
Fire Birds (1990),Adventure
Robot Stories (2003),Drama
Robot Stories (2003),Sci-Fi
Against the Ropes (2004),Comedy
Against the Ropes (2004),Drama
Confessions of a Teenage Drama Queen (2004),Comedy
EuroTrip (2004),Adventure
EuroTrip (2004),Comedy
"Passion of the Christ, The (2004)",Drama
Club Dread (2004),Comedy
Club Dread (2004),Horror
Dirty Dancing: Havana Nights (2004),Romance
Twisted (2004),Thriller
Alila (2003),Drama
"Good bye, Lenin! (2003)",Comedy
"Good bye,Drama
Hidalgo (2004),Adventure
Hidalgo (2004),Drama
Starsky & Hutch (2004),Action
Starsky & Hutch (2004),Comedy
Starsky & Hutch (2004),Crime
Starsky & Hutch (2004),Thriller
"Reckoning, The (2004)",Crime
"Reckoning,Drama
Persona (1966),Drama
"Passion of Anna, The (Passion, En) (1969)",Drama
Walk on the Wild Side (1962),Drama
Tokyo Joe (1949),Drama
Tokyo Joe (1949),Thriller
"Serpent's Egg, The (Schlangenei, Das) (1977)",Drama
"Serpent's Egg,Thriller
Fire Down Below (1957),Adventure
Fire Down Below (1957),Drama
"Corbeau, Le (Raven, The) (1943)",Crime
"Corbeau,Drama
"Corbeau,Thriller
"Front, The (1976)",Comedy
"Front,Drama
Pickup on South Street (1953),Film-Noir
"Damned, The (La Caduta degli dei) (1969)",Drama
"Damned,War
American Gun (2002),Drama
Richard III (1955),Drama
Richard III (1955),War
Quartet (1981),Drama
Quartet (1981),Romance
Just One of the Guys (1985),Comedy
The Chase (1966),Crime
The Chase (1966),Drama
The Chase (1966),Thriller
"Kiss, The (1988)",Horror
Wisconsin Death Trip (1999),Documentary
"Wrong Arm of the Law, The (1963)",Comedy
"Wrong Arm of the Law,Crime
Agent Cody Banks 2: Destination London (2004),Action
Agent Cody Banks 2: Destination London (2004),Adventure
Agent Cody Banks 2: Destination London (2004),Children
Agent Cody Banks 2: Destination London (2004),Comedy
"Girl Next Door, The (2004)",Comedy
"Girl Next Door,Romance
Secret Window (2004),Mystery
Secret Window (2004),Thriller
Spartan (2004),Thriller
Broken Wings (Knafayim Shvurot) (2002),Drama
Games People Play: New York (2004),Comedy
Games People Play: New York (2004),Documentary
Games People Play: New York (2004),Drama
How to Draw a Bunny (2002),Documentary
Wilbur Wants to Kill Himself (2002),Comedy
Wilbur Wants to Kill Himself (2002),Drama
Wilbur Wants to Kill Himself (2002),Romance
Clifford (1994),Comedy
Mad Dog and Glory (1993),Comedy
Mad Dog and Glory (1993),Drama
Mad Dog and Glory (1993),Romance
Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),Adventure
Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),Animation
Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),Comedy
Night Crossing (1981),Drama
Peyton Place (1957),Drama
Peyton Place (1957),Romance
Searching for Debra Winger (2002),Documentary
Walk Like a Man (1987),Comedy
Dawn of the Dead (2004),Action
Dawn of the Dead (2004),Drama
Dawn of the Dead (2004),Horror
Dawn of the Dead (2004),Thriller
Eternal Sunshine of the Spotless Mind (2004),Drama
Eternal Sunshine of the Spotless Mind (2004),Romance
Eternal Sunshine of the Spotless Mind (2004),Sci-Fi
Taking Lives (2004),Crime
Taking Lives (2004),Drama
Taking Lives (2004),Thriller
"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein) (2002)",Crime
"Child I Never Was,Drama
Intermission (2003),Comedy
Intermission (2003),Crime
Intermission (2003),Drama
Noi the Albino (Nói albinói) (2003),Drama
Jersey Girl (2004),Comedy
Jersey Girl (2004),Drama
Jersey Girl (2004),Romance
"Ladykillers, The (2004)",Comedy
"Ladykillers,Crime
Never Die Alone (2004),Crime
Never Die Alone (2004),Drama
Never Die Alone (2004),Thriller
Scooby-Doo 2: Monsters Unleashed (2004),Action
Scooby-Doo 2: Monsters Unleashed (2004),Adventure
Scooby-Doo 2: Monsters Unleashed (2004),Children
Scooby-Doo 2: Monsters Unleashed (2004),Comedy
Scooby-Doo 2: Monsters Unleashed (2004),Mystery
"Foreign Affair, A (2 Brothers & a Bride) (2003)",Comedy
"Foreign Affair,Drama
"Foreign Affair,Romance
Dogville (2003),Drama
Dogville (2003),Mystery
Dogville (2003),Thriller
Ned Kelly (2003),Drama
Hellboy (2004),Action
Hellboy (2004),Adventure
Hellboy (2004),Fantasy
Hellboy (2004),Horror
Home on the Range (2004),Animation
Home on the Range (2004),Children
Home on the Range (2004),Comedy
Home on the Range (2004),Musical
Home on the Range (2004),Western
"Prince & Me, The (2004)",Comedy
"Prince & Me,Romance
Walking Tall (2004),Action
"United States of Leland, The (2003)",Crime
"United States of Leland,Drama
Johnson Family Vacation (2004),Comedy
"Alamo, The (2004)",Drama
"Alamo,War
"Alamo,Western
Ella Enchanted (2004),Comedy
Ella Enchanted (2004),Fantasy
Ella Enchanted (2004),Romance
"Whole Ten Yards, The (2004)",Action
"Whole Ten Yards,Comedy
"Whole Ten Yards,Crime
I'm Not Scared (Io non ho paura) (2003),Drama
I'm Not Scared (Io non ho paura) (2003),Mystery
I'm Not Scared (Io non ho paura) (2003),Thriller
Shade (2003),Crime
Shade (2003),Drama
Shade (2003),Thriller
Since Otar Left (Depuis qu'Otar est parti...) (2003),Drama
Twentynine Palms (2003),Drama
Twentynine Palms (2003),Horror
"Ten Commandments, The (1956)",Adventure
"Ten Commandments,Drama
Dawn of the Dead (1978),Action
Dawn of the Dead (1978),Drama
Dawn of the Dead (1978),Horror
"Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)",Drama
One Million Years B.C. (1966),Adventure
One Million Years B.C. (1966),Fantasy
Prey for Rock & Roll (2003),Drama
Prey for Rock & Roll (2003),Musical
"Mother, Jugs & Speed (1976)",Comedy
Bandolero! (1968),Western
"Slugger's Wife, The (1985)",Comedy
"Slugger's Wife,Romance
Those Magnificent Men in Their Flying Machines (1965),Action
Those Magnificent Men in Their Flying Machines (1965),Adventure
Those Magnificent Men in Their Flying Machines (1965),Comedy
Cheaper by the Dozen (1950),Comedy
Cheaper by the Dozen (1950),Drama
Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
"Baby, the Rain Must Fall (1965)",Drama
Belles on Their Toes (1952),Comedy
Ned Kelly (1970),Action
Ned Kelly (1970),Crime
Ned Kelly (1970),Western
Beyond the Stars (1989),Drama
Beyond the Stars (1989),Sci-Fi
Mac (1992),Drama
"Food of the Gods, The (1976)",Horror
"Food of the Gods,Sci-Fi
Food of the Gods II (1989),Horror
Food of the Gods II (1989),Sci-Fi
Anna (1987),Drama
Road to Bali (1952),Comedy
Road to Bali (1952),Musical
"Flying Deuces, The (1939)",Comedy
Africa Screams (1949),Adventure
Africa Screams (1949),Comedy
Jack and the Beanstalk (1952),Children
Jack and the Beanstalk (1952),Comedy
Jack and the Beanstalk (1952),Fantasy
High Risk (1981),Action
High Risk (1981),Comedy
High Risk (1981),Crime
"Osterman Weekend, The (1983)",Action
"Osterman Weekend,Thriller
Munchies (1987),Comedy
Munchies (1987),Horror
"Cat and the Canary, The (1978)",Comedy
"Cat and the Canary,Horror
"Cat and the Canary,Mystery
Hangman's Curse (2003),Horror
Hangman's Curse (2003),Mystery
Hangman's Curse (2003),Thriller
Going in Style (1979),Comedy
Going in Style (1979),Drama
"Late Show, The (1977)",Comedy
"Late Show,Crime
"Late Show,Drama
"Late Show,Mystery
"Sunshine Boys, The (1975)",Comedy
Jersey Girl (1992),Comedy
Jersey Girl (1992),Romance
